year,country_destination_id,import_val,tipo
1997,VUT,55923918.79,import
1997,WLF,326545.07,import
1997,WSM,56740727.15,import
1997,XXA,77466460,import
1997,ARG,24610015185,import
1997,BOL,1195085555,import
1997,BRA,53703632864,import
1997,CHL,16746322397,import
1997,COL,11969397611,import
1997,ECU,5928917328,import
1997,FLK,59585587.68,import
1997,GUY,815381817.3,import
1997,PER,6761702829,import
1997,PRY,1386157291,import
1997,SUR,506530482.5,import
1997,URY,3017713414,import
1997,VEN,18436216002,import
1997,XXE,34083395.64,import
1997,XXF,4304789547,import
1997,XXG,19955585.49,import
1997,XXA,8936794688,import
1997,XXI,13613510088,import
1998,AGO,2538135636,import
1998,BDI,84369135.21,import
1998,BEN,303258895.1,import
1998,BFA,303563318.3,import
1998,CAF,95347860.6,import
1998,CIV,4999790974,import
1998,CMR,1794775512,import
1998,COD,327705404.2,import
1998,COG,1018343023,import
1998,COM,12191269.62,import
1998,CPV,66472608.19,import
1998,DJI,18922672.05,import
1998,DZA,7677450654,import
1998,EGY,5552187060,import
1998,ERI,28786139.84,import
1998,ESH,216378.89,import
1998,ETH,691917767.7,import
1998,GAB,2468089804,import
1998,GHA,1673686901,import
1998,GIN,807516795.1,import
1998,GMB,59733354.07,import
1998,GNB,58687083.47,import
1998,GNQ,391734986.1,import
1998,KEN,2170571262,import
1998,LBR,577833800.9,import
1998,LBY,6553379728,import
1998,MAR,7897408366,import
1998,MDG,721373377.8,import
1998,MLI,558315909.9,import
1998,MOZ,246642398.5,import
1998,MRT,528329244,import
1998,MUS,1748900137,import
1998,MWI,559637875.9,import
1998,NER,242099275.5,import
1998,NGA,10521938282,import
1998,RWA,112315487.2,import
1998,SDN,713836854.7,import
1998,SEN,903166677.5,import
1998,SHN,7376434.09,import
1998,SLE,42397365.94,import
1998,SOM,56346684.7,import
1998,STP,13535464.56,import
1998,SYC,114735117.5,import
1998,TCD,129866183.4,import
1998,TGO,426308979,import
1998,TUN,6458652366,import
1998,TZA,862377657.8,import
1998,UGA,678152325,import
1998,XXA,14636532.09,import
1998,XXB,560909.13,import
1998,ZAF,20166672463,import
1998,ZMB,1024941753,import
1998,ZWE,1568493904,import
1998,ATF,948517.23,import
1998,XXA,27142,import
1998,AFG,120523078.9,import
1998,ARE,18018377681,import
1998,ARM,125876507.6,import
1998,AZE,522939794.7,import
1998,BGD,5622012602,import
1998,BHR,1474798305,import
1998,BRN,1863551216,import
1998,BTN,58388339.62,import
1998,CCK,1976531.58,import
1998,CHN,247171295833,import
1998,CXR,21881390.58,import
1998,CYP,1388337389,import
1998,GEO,314207454.8,import
1998,HKG,48938242500,import
1998,IDN,53945290068,import
1998,IND,34331895104,import
1998,IOT,6979406.02,import
1998,IRN,12772255510,import
1998,IRQ,4343010418,import
1998,ISR,13159181656,import
1998,JOR,1526631327,import
1998,JPN,384021790115,import
1998,KAZ,4185994730,import
1998,KGZ,429985754.9,import
1998,KHM,754325774.3,import
1998,KOR,134803702161,import
1998,KWT,6958372688,import
1998,LAO,189444815.4,import
1998,LBN,719554827.8,import
1998,LKA,4004025171,import
1998,MAC,2147899422,import
1998,MDV,114212377.6,import
1998,MMR,943863486.3,import
1998,MNG,360319478.5,import
1998,MYS,71789549429,import
1998,NPL,500693995.8,import
1998,OMN,6064484197,import
1998,PAK,7309344742,import
1998,PHL,28646281322,import
1998,PRK,834922678.5,import
1998,QAT,4208089020,import
1998,SAU,37922082385,import
1998,SGP,71755906102,import
1998,SYR,2659245029,import
1998,THA,54577813238,import
1998,TJK,254836934.8,import
1998,TKM,287440575.3,import
1998,TLS,514977.84,import
1998,TUR,28420527032,import
1998,UZB,1708858412,import
1998,VNM,8529730936,import
1998,XXA,17959806.68,import
1998,XXB,93155202290,import
1998,YEM,1399368417,import
1998,ALB,247123219,import
1998,AND,66929052.76,import
1998,AUT,54649630228,import
1998,BGR,4580774744,import
1998,BIH,665899693.1,import
1998,BLR,6913694776,import
1998,BLX,137268174019,import
1998,CHE,75657046584,import
1998,CZE,27028884307,import
1998,DEU,521048799361,import
1998,DNK,42417549620,import
1998,ESP,107539908890,import
1998,EST,3434913126,import
1998,FIN,42192734124,import
1998,FRA,289913715501,import
1998,GBR,243988558621,import
1998,GIB,50374202.02,import
1998,GRC,10402932495,import
1998,HRV,4760626306,import
1998,HUN,23983758570,import
1998,IRL,60875361393,import
1998,ISL,2141732985,import
1998,ITA,228951561047,import
1998,LTU,3737848440,import
1998,LVA,2686736241,import
1998,MDA,874868372.6,import
1998,MKD,1541824683,import
1998,MLT,1296142721,import
1998,NLD,185469780505,import
1998,NOR,40536384481,import
1998,POL,28027248673,import
1998,PRT,24435118222,import
1998,ROU,9399973373,import
1998,RUS,71188265638,import
1998,SVK,10955619232,import
1998,SVN,9361868383,import
1998,SWE,81937394964,import
1998,UKR,13710990179,import
1998,XXB,40977388.67,import
1998,XXC,60014739.46,import
1998,YUG,2782670104,import
1998,ABW,573779676.2,import
1998,AIA,3191119.26,import
1998,ANT,729693957.4,import
1998,ATG,25344333.38,import
1998,BHS,472391590.4,import
1998,BLZ,306335627.9,import
1998,BMU,135486408.8,import
1998,BRB,274642292.3,import
1998,CAN,173573754343,import
1998,CRI,5795278646,import
1998,CUB,1276830184,import
1998,CYM,165399202.9,import
1998,DMA,81582038.89,import
1998,DOM,4196274642,import
1998,GRD,54444143.09,import
1998,GRL,316083985.9,import
1998,GTM,3611194677,import
1998,HND,4072934918,import
1998,HTI,307221280.4,import
1998,JAM,1791578904,import
1998,KNA,35796269.77,import
1998,LCA,81946230.87,import
1998,MEX,113004348681,import
1998,MSR,2612232.83,import
1998,NIC,856126244.1,import
1998,PAN,2124781587,import
1998,SLV,1766483649,import
1998,SPM,14733761.27,import
1998,TCA,6941595.56,import
1998,TTO,2636671812,import
1998,UMI,105200101.6,import
1998,USA,611638162621,import
1998,VCT,125231268.8,import
1998,VGB,73197316.7,import
1998,XXA,1572594.93,import
1998,XXB,1227240.35,import
1998,XXC,22011360.18,import
1998,AUS,49502818692,import
1998,COK,3616139.84,import
1998,FJI,459559473.4,import
1998,FSM,40228021.98,import
1998,KIR,30719374.63,import
1998,MHL,76244238.95,import
1998,MNP,16935581.21,import
1998,NCL,372667660.4,import
1998,NFK,597108.18,import
1998,NIU,7612738,import
1998,NRU,21516220.63,import
1998,NZL,12972447079,import
1998,PCN,1306349.12,import
1998,PLW,30940574.71,import
1998,PNG,1591083951,import
1998,PYF,101981826.6,import
1998,SLB,185554379.3,import
1998,TKL,9084863.23,import
1998,TON,12605170.65,import
1998,TUV,416980.15,import
1998,VUT,58420389.87,import
1998,WLF,474081.75,import
1998,WSM,52878249.01,import
